address,lanes,filename1,filename2
"28765 Cherrylane Rd, Nez Perce County, ID",0.0,,
"29920 Woodpecker Ln, Nez Perce County, ID",0.0,,
"21940 Apple Ln, Nez Perce County, ID",0.0,,
"21993 Apple Ln, Nez Perce County, ID",0.0,,
"30158 Lupine Ln, Nez Perce County, ID",0.0,,
"22962 Webb Rd, Nez Perce County, ID",0.0,,
"30232 Webb Rose Ln, Nez Perce County, ID",2.0,Spencer's images/2/Nez_Perce_County_ID_img_0001.jpg,Spencer's images/2/Nez_Perce_County_ID_img_0002.jpg
"29979 Sweetwater Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29865 Sweetwater Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22626 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22577 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22499 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22473 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22264 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22191 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22112 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"21700 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"20647 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"19658 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"19104 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"19614 Tammany Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"19659 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"31575 Webb Creek Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"31569 Webb Creek Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22106 Webb Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29868 Webb Rose Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29914 Woodpecker Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22068 Apple Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"22076 Apple Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"30241 Lupine Ln, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29212 Mission Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29430 Mission Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29516 Mission Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"26339 Tera View Dr, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"26401 Tera View Dr, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"26461 Tera View Dr, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"26497 Tera View Dr, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29865 Mission Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"29933 Mission Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
"26493 Rock Creek Rd, Nez Perce County, ID",,img_000_.jpg,img_000_.jpg
